Index,Year,Authors,Name,Bibtex,DOI,Instruction & Guidance,Assembly & Arrangement,Problem Solving & Games,Communication & Collaboration,(Tele) Medicine,Maintenance & Industry,Design & Creativity,Education & Knowledge Work,Social & Play,Various & Unspecified,no study,communication,puzzle and assembly,object arrangement and manipulation,locating object in environment,"training, instruction, guiding",information extraction and generation,maintainance,game,walkthrough,general - device limitations,display,ergonomics,tracking,general - scene acquisition & reconstruction,point cloud Level of Detail,point cloud stability,point cloud completeness,3D reconstruction,scale of environment & tracking area,general object recognition & alignment,general - user acquisition & modelling,hand tracking,body tracking,face & gaze tracking,general - system complexity,devices & sensors,computational challenges,heterogeneity & interoperability,scalability,general - latency & real-time presentation,synchronicity,network challenges,general latency,bandwidth issue,performance,general - spatial consistency,calibration & alignment,general - shared & blended environment,dissimilar spaces,virtual content positioning,shared objects,controlling real-world properties,physical & spatial limits,general - spatial awareness & orientation,locating  objects & user,communication about the environment,dynamic changes,general - user representation & techniques,level of detail & accuracy,avatar designs & uncanny valley,general - communication & sensory feedback,(spatial) audio,non-verbal,gestures,facial expressions & eyes,physical props & haptic feedback,general - interpersonal awareness,gaze & view sharing,content & intention sharing,general - cognition & presence,presence,cognitive & mental load,co- & social-presence,accessibility & inclusion,general - asymmetric experiences,content & environment sharing,user representation,awareness on shared personal information,interaction & general capabilities,general - interaction & UI design,adaptive & customizable UI,annotations,workflow,evaluation & studies,domain & use case specific,data privacy & security
105,2018,"Martin Feick, Anthony Tang, Scott Bateman",Mixed-Reality for Object-Focused Remote Collaboration,"@inproceedings{feick2018mixedreality,
  title = {Mixed-{{Reality}} for {{Object-Focused Remote Collaboration}}},
  booktitle = {Adjunct {{Proceedings}} of the 31st {{Annual ACM Symposium}} on {{User Interface Software}} and {{Technology}}},
  author = {Feick, Martin and Tang, Anthony and Bateman, Scott},
  year = {2018},
  series = {{{UIST}} '18 {{Adjunct}}},
  pages = {63--65},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3266037.3266102},
  abstract = {In this paper we outline the design of a mixed-reality system to support object-focused remote collaboration. Here, being able to adjust collaborators' perspectives on the object as well as understand one another's perspective is essential to support effective collaboration over distance. We propose a low-cost mixed-reality system that allows users to: (1) quickly align and understand each other's perspective; (2) explore objects independently from one another, and (3) render gestures in the remote's workspace. In this work, we focus on the expert's role and we introduce an interaction technique allowing users to quickly manipulation 3D virtual objects in space.},
  isbn = {978-1-4503-5949-8},
  keywords = {ar,mixed reality,object-focused remote collaboration,vr}
}",10.1145/3266037.3266102,x,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,x,,,,,,,x,,,,,,,,,,
108,2018,"Lei Gao, Huidong Bai, Weiping He, Mark Billinghurst, Robert W. Lindeman",Real-time visual representations for mobile mixed reality remote collaboration,"@inproceedings{gao2018realtime,
  title = {Real-Time Visual Representations for Mobile Mixed Reality Remote Collaboration},
  booktitle = {{{SIGGRAPH Asia}} 2018 {{Virtual}} \& {{Augmented Reality}}},
  author = {Gao, Lei and Bai, Huidong and He, Weiping and Billinghurst, Mark and Lindeman, Robert W.},
  year = {2018},
  month = dec,
  series = {{{SA}} '18},
  pages = {1--2},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3275495.3275515},
  urldate = {2024-07-18},
  abstract = {In this study we present a Mixed-Reality based mobile remote collaboration system that enables an expert providing real-time assistance over a physical distance. By using the Google ARCore position tracking, we can integrate the keyframes captured with one external depth sensor attached to the mobile phone as one single 3D point-cloud data set to present the local physical environment into the VR world. This captured local scene is then wirelessly streamed to the remote side for the expert to view while wearing a mobile VR headset (HTC VIVE Focus). In this case, the remote expert can immerse himself/herself in the VR scene and provide guidance just as sharing the same work environment with the local worker. In addition, the remote guidance is also streamed back to the local side as an AR cue overlaid on top of the local video see-through display. Our proposed mobile remote collaboration system supports a pair of participants performing as one remote expert guiding one local worker on some physical tasks in a more natural and efficient way in a large scale work space from a distance by simulating the face-to-face co-work experience using the Mixed-Reality technique.},
  isbn = {978-1-4503-6028-9},
  file = {D:\_Zotero\storage\4A66NCCF\Gao et al_2018_Real-time visual representations for mobile mixed reality remote collaboration.pdf}
}",10.1145/3275495.3275515,x,,,,,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
110,2018,"Jan Kolkmeier, Emiel Harmsen, Sander Giesselink, Dennis Reidsma, Mari{\e}t Theune, Dirk Heylen",With a little help from a holographic friend: the OpenIMPRESS mixed reality telepresence toolkit for remote collaboration systems,"@inproceedings{kolkmeier2018little,
  title = {With a Little Help from a Holographic Friend: The {{OpenIMPRESS}} Mixed Reality Telepresence Toolkit for Remote Collaboration Systems},
  booktitle = {Proceedings of the 24th {{ACM Symposium}} on {{Virtual Reality Software}} and {{Technology}}},
  author = {Kolkmeier, Jan and Harmsen, Emiel and Giesselink, Sander and Reidsma, Dennis and Theune, Mari{\""e}t and Heylen, Dirk},
  year = {2018},
  series = {{{VRST}} '18},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3281505.3281542},
  abstract = {Remote mixed reality (MR) collaboration systems allow for multimodal, real-time support from remote experts. We present our open toolkit that provides a flexible end-to-end solution for building such systems using off-the-shelf hardware. From related work, three core design aspects have been identified: 1) the independence of the viewpoint that the visitor (the remote expert) can take in relation to position and viewpoint of the visitee, 2) the immersiveness of the presentation technology for visitor and visitee, and 3) the extent to which the visitor's body is represented in the visitee's environment. This paper describes the implementation of our system, which includes these aspects. In a study aimed at validating whether we implemented these core aspects to good effect, conducted with a collaborative puzzle application built with our toolkit, we examine how variations of these aspects contribute to usability, performance and social presence related metrics.},
  isbn = {978-1-4503-6086-9},
  keywords = {collaboration,embodiment,mixed reality,telepresence}
}",10.1145/3281505.3281542,,,x,,,,,,,x,,,,x,x,x,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2019,"Seungwon Kim, Gun Lee, Weidong Huang, Hayun Kim, Woontack Woo, Mark Billinghurst",Evaluating the Combination of Visual Communication Cues for HMD-based Mixed Reality Remote Collaboration,"@inproceedings{kim2019evaluating,
  title = {Evaluating the {{Combination}} of {{Visual Communication Cues}} for {{HMD-based Mixed Reality Remote Collaboration}}},
  booktitle = {Proceedings of the 2019 {{CHI Conference}} on {{Human Factors}} in {{Computing Systems}}},
  author = {Kim, Seungwon and Lee, Gun and Huang, Weidong and Kim, Hayun and Woo, Woontack and Billinghurst, Mark},
  year = {2019},
  series = {{{CHI}} '19},
  pages = {1--13},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3290605.3300403},
  abstract = {Many researchers have studied various visual communication cues (e.g. pointer, sketching, and hand gesture) in Mixed Reality remote collaboration systems for real-world tasks. However, the effect of combining them has not been so well explored. We studied the effect of these cues in four combinations: hand only, hand + pointer, hand + sketch, and hand + pointer + sketch, with three problem tasks: Lego, Tangram, and Origami. The study results showed that the participants completed the task significantly faster and felt a significantly higher level of usability when the sketch cue is added to the hand gesture cue, but not with adding the pointer cue. Participants also preferred the combinations including hand and sketch cues over the other combinations. However, using additional cues (pointer or sketch) increased the perceived mental effort and did not improve the feeling of co-presence. We discuss the implications of these results and future research directions.},
  isbn = {978-1-4503-5970-2},
  keywords = {co-presence,mixed reality,remote collaboration,usability,visual communication cue}
}",10.1145/3290605.3300403,x,,,,,,,,,x,,,x,x,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,x,x,,,x,,,x,x,,x,,,,
115,2019,"Theophilus Teo, Louise Lawrence, Gun A. Lee, Mark Billinghurst, Matt Adcock",Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction,"@inproceedings{teo2019mixed,
  title = {Mixed {{Reality Remote Collaboration Combining}} 360 {{Video}} and {{3D Reconstruction}}},
  booktitle = {Proceedings of the 2019 {{CHI Conference}} on {{Human Factors}} in {{Computing Systems}}},
  author = {Teo, Theophilus and Lawrence, Louise and Lee, Gun A. and Billinghurst, Mark and Adcock, Matt},
  year = {2019},
  month = may,
  series = {{{CHI}} '19},
  pages = {1--14},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3290605.3300431},
  urldate = {2024-07-30},
  abstract = {Remote Collaboration using Virtual Reality (VR) and Augmented Reality (AR) has recently become a popular way for people from different places to work together. Local workers can collaborate with remote helpers by sharing 360-degree live video or 3D virtual reconstruction of their surroundings. However, each of these techniques has benefits and drawbacks. In this paper we explore mixing 360 video and 3D reconstruction together for remote collaboration, by preserving benefits of both systems while reducing drawbacks of each. We developed a hybrid prototype and conducted user study to compare benefits and problems of using 360 or 3D alone to clarify the needs for mixing the two, and also to evaluate the prototype system. We found participants performed significantly better on collaborative search tasks in 360 and felt higher social presence, yet 3D also showed potential to complement. Participant feedback collected after trying our hybrid system provided directions for improvement.},
  isbn = {978-1-4503-5970-2},
  file = {D:\_Zotero\storage\4LW5MKIL\Teo et al_2019_Mixed Reality Remote Collaboration Combining 360 Video and 3D Reconstruction.pdf}
}",10.1145/3290605.3300431,,,,x,,,,,,x,,,,x,x,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,x,x,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
116,2019,"Thammathip Piumsomboon, Gun A. Lee, Andrew Irlitti, Barrett Ens, Bruce H. Thomas, Mark Billinghurst",On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction,"@inproceedings{piumsomboon2019shoulder,
  title = {On the {{Shoulder}} of the {{Giant}}: {{A Multi-Scale Mixed Reality Collaboration}} with 360 {{Video Sharing}} and {{Tangible Interaction}}},
  booktitle = {Proceedings of the 2019 {{CHI Conference}} on {{Human Factors}} in {{Computing Systems}}},
  author = {Piumsomboon, Thammathip and Lee, Gun A. and Irlitti, Andrew and Ens, Barrett and Thomas, Bruce H. and Billinghurst, Mark},
  year = {2019},
  series = {{{CHI}} '19},
  pages = {1--17},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3290605.3300458},
  abstract = {We propose a multi-scale Mixed Reality (MR) collaboration between the Giant, a local Augmented Reality user, and the Miniature, a remote Virtual Reality user, in Giant-Miniature Collaboration (GMC). The Miniature is immersed in a 360-video shared by the Giant who can physically manipulate the Miniature through a tangible interface, a combined 360-camera with a 6 DOF tracker. We implemented a prototype system as a proof of concept and conducted a user study (n=24) comprising of four parts comparing: A) two types of virtual representations, B) three levels of Miniature control, C) three levels of 360-video view dependencies, and D) four 360-camera placement positions on the Giant. The results show users prefer a shoulder mounted camera view, while a view frustum with a complimentary avatar is a good visualization for the Miniature virtual representation. From the results, we give design recommendations and demonstrate an example Giant-Miniature Interaction.},
  isbn = {978-1-4503-5970-2},
  keywords = {live panorama sharing,mixed reality,multi-scale,remote collaboration,tangible user interface,wearable interface}
}",10.1145/3290605.3300458,,,,x,,,,,,x,,,,,x,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,
117,2018,"Theophilus Teo, Gun A. Lee, Mark Billinghurst, Matt Adcock",Hand gestures and visual annotation in live 360 panorama-based mixed reality remote collaboration,"@inproceedings{teo2018hand,
  title = {Hand Gestures and Visual Annotation in Live 360 Panorama-Based Mixed Reality Remote Collaboration},
  booktitle = {Proceedings of the 30th {{Australian Conference}} on {{Computer-Human Interaction}}},
  author = {Teo, Theophilus and Lee, Gun A. and Billinghurst, Mark and Adcock, Matt},
  year = {2018},
  series = {{{OzCHI}} '18},
  pages = {406--410},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3292147.3292200},
  abstract = {In this paper, we investigate hand gestures and visual annotation cues overlaid in a live 360 panorama-based Mixed Reality remote collaboration. The prototype system captures 360 live panorama video of the surroundings of a local user and shares it with another person in a remote location. The two users wearing Augmented Reality or Virtual Reality head-mounted displays can collaborate using augmented visual communication cues such as virtual hand gestures, ray pointing, and drawing annotations. Our preliminary user evaluation comparing these cues found that using visual annotation cues (ray pointing and drawing annotation) helps local users perform collaborative tasks faster, easier, making less errors and with better understanding, compared to using only virtual hand gestures.},
  isbn = {978-1-4503-6188-0},
  keywords = {gesture communication,mixed reality,remote collaboration}
}",10.1145/3292147.3292200,,,,x,,,,,,x,,,,x,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2020,"Huidong Bai, Prasanth Sasikumar, Jing Yang, Mark Billinghurst",A User Study on Mixed Reality Remote Collaboration with Eye Gaze and Hand Gesture Sharing,"@inproceedings{bai2020user,
  title = {A {{User Study}} on {{Mixed Reality Remote Collaboration}} with {{Eye Gaze}} and {{Hand Gesture Sharing}}},
  booktitle = {Proceedings of the 2020 {{CHI Conference}} on {{Human Factors}} in {{Computing Systems}}},
  author = {Bai, Huidong and Sasikumar, Prasanth and Yang, Jing and Billinghurst, Mark},
  year = {2020},
  month = apr,
  series = {{{CHI}} '20},
  pages = {1--13},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3313831.3376550},
  urldate = {2023-06-13},
  abstract = {Supporting natural communication cues is critical for people to work together remotely and face-to-face. In this paper we present a Mixed Reality (MR) remote collaboration system that enables a local worker to share a live 3D panorama of his/her surroundings with a remote expert. The remote expert can also share task instructions back to the local worker using visual cues in addition to verbal communication. We conducted a user study to investigate how sharing augmented gaze and gesture cues from the remote expert to the local worker could affect the overall collaboration performance and user experience. We found that by combing gaze and gesture cues, our remote collaboration system could provide a significantly stronger sense of co-presence for both the local and remote users than using the gaze cue alone. The combined cues were also rated significantly higher than the gaze in terms of ease of conveying spatial actions.},
  isbn = {978-1-4503-6708-0},
  keywords = {3d panorama,augmented reality,eye gaze,hand gesture,mixed reality,Read MS,remote collaboration,scene reconstruction,virtual reality},
  file = {D:\_Zotero\storage\D4XFK3JP\Bai et al. - 2020 - A User Study on Mixed Reality Remote Collaboration.pdf}
}",10.1145/3313831.3376550,x,,,,,,,,,x,,,,,x,,,,,,,,,x,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,,,,,,,,
120,2019,"Balasaravanan Thoravi Kumaravel, Fraser Anderson, George Fitzmaurice, Bjoern Hartmann, Tovi Grossman",Loki: Facilitating Remote Instruction of Physical Tasks Using Bi-Directional Mixed-Reality Telepresence,"@inproceedings{thoravikumaravel2019loki,
  title = {Loki: {{Facilitating Remote Instruction}} of {{Physical Tasks Using Bi-Directional Mixed-Reality Telepresence}}},
  shorttitle = {Loki},
  booktitle = {Proceedings of the 32nd {{Annual ACM Symposium}} on {{User Interface Software}} and {{Technology}}},
  author = {Thoravi Kumaravel, Balasaravanan and Anderson, Fraser and Fitzmaurice, George and Hartmann, Bjoern and Grossman, Tovi},
  year = {2019},
  month = oct,
  pages = {161--174},
  publisher = {ACM},
  address = {New Orleans LA USA},
  doi = {10.1145/3332165.3347872},
  urldate = {2024-03-01},
  isbn = {978-1-4503-6816-2},
  langid = {english},
  keywords = {learning,mixed reality,physical tasks,remote guidance},
  file = {D:\_Zotero\storage\K47UL8LX\Thoravi Kumaravel et al. - 2019 - Loki Facilitating Remote Instruction of Physical .pdf}
}",10.1145/3332165.3347872,x,,,,,,,x,x,,,,,,,x,,,,,,x,x,,,,,,,,,,x,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,
123,2019,"Jens M{\u}ller, Johannes Zagermann, Jonathan Wieland, Ulrike Pfeil, Harald Reiterer",A Qualitative Comparison Between Augmented and Virtual Reality Collaboration with Handheld Devices,"@inproceedings{muller2019qualitative,
  title = {A {{Qualitative Comparison Between Augmented}} and {{Virtual Reality Collaboration}} with {{Handheld Devices}}},
  booktitle = {Proceedings of {{Mensch}} Und {{Computer}} 2019},
  author = {M{\""u}ller, Jens and Zagermann, Johannes and Wieland, Jonathan and Pfeil, Ulrike and Reiterer, Harald},
  year = {2019},
  month = sep,
  series = {{{MuC}} '19},
  pages = {399--410},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3340764.3340773},
  urldate = {2024-07-30},
  abstract = {Handheld Augmented Reality (AR) displays offer a see-through option to create the illusion of virtual objects being integrated into the viewer's physical environment. Some AR display technologies also allow for the deactivation of the see-through option, turning AR tablets into Virtual Reality (VR) devices that integrate the virtual objects into an exclusively virtual environment. Both display configurations are typically available on handheld devices, raising the question of their influence on users' experience during collaborative activities. In two experiments, we studied how the different display configurations influence user experience, workload, and team performance of co-located and distributed collaborators during a spatial referencing task. A mixed-methods approach revealed that participants' opinions were polarized towards the two display configurations, regardless of the spatial distribution of collaboration. Based on our findings, we identify critical aspects to be addressed in future research to better understand and support co-located and distributed collaboration using AR and VR displays.},
  isbn = {978-1-4503-7198-8},
  file = {D:\_Zotero\storage\D9YJ7J6E\Müller et al_2019_A Qualitative Comparison Between Augmented and Virtual Reality Collaboration.pdf}
}",10.1145/3340764.3340773,,,x,x,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,
124,2019,"Gordon Brown, Michael Prilla",Evaluating Pointing Modes and Frames of Reference for Remotely Supporting an Augmented Reality User in a Collaborative (Virtual) Environment: Evaluation within the Scope of a Remote Consultation Session,"@inproceedings{brown2019evaluating,
  title = {Evaluating {{Pointing Modes}} and {{Frames}} of {{Reference}} for {{Remotely Supporting}} an {{Augmented Reality User}} in a {{Collaborative}} ({{Virtual}}) {{Environment}}: {{Evaluation}} within the {{Scope}} of a {{Remote Consultation Session}}},
  shorttitle = {Evaluating {{Pointing Modes}} and {{Frames}} of {{Reference}} for {{Remotely Supporting}} an {{Augmented Reality User}} in a {{Collaborative}} ({{Virtual}}) {{Environment}}},
  booktitle = {Proceedings of {{Mensch}} Und {{Computer}} 2019},
  author = {Brown, Gordon and Prilla, Michael},
  year = {2019},
  month = sep,
  series = {{{MuC}} '19},
  pages = {713--717},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3340764.3344896},
  urldate = {2024-09-08},
  abstract = {With the availability of powerful and affordable Augmented Reality (AR) devices, scenarios have become popular in which people wearing AR devices are supported by remote experts. These experts often use 2D peripherals to access the video feed of the 3D head mounted device (HMD) and to augment it with verbal or digital information. This raises the question whether tools that work for these scenarios also work for remote consultations. We conducted a study to (re-)evaluate these tools in a furniture sales consultation context. We focused on the consultant side of these settings and explored how the use of different pointing methods and perspectives affect different situations during a consultation. For this, we developed and evaluated a prototype with ten furniture store workers. Initial results show that while most usability and task load scores were even, the participants reported clear favorites for certain settings. We use these results to derive design recommendations for similar future projects.},
  isbn = {978-1-4503-7198-8}
}",10.1145/3340764.3344896,,x,,x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,x,,,x,x,,,,,,
127,2019,"Peng Wang, Xiaoliang Bai, Mark Billinghurst, Dechuan Han, Shusheng Zhang, Weiping He, Xiangyu Zhang, Yuxiang Yan",I’m tired of demos: an adaptive MR remote collaborative platform,"@inproceedings{wang2019im,
  title = {I'm Tired of Demos: An Adaptive {{MR}} Remote Collaborative Platform},
  booktitle = {{{SIGGRAPH Asia}} 2019 {{XR}}},
  author = {Wang, Peng and Bai, Xiaoliang and Billinghurst, Mark and Han, Dechuan and Zhang, Shusheng and He, Weiping and Zhang, Xiangyu and Yan, Yuxiang},
  year = {2019},
  series = {{{SA}} '19},
  pages = {17--18},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3355355.3361878},
  abstract = {In AR/MR remote collaboration, a remote expert often has to demonstrate tasks for a local worker. To make this easier, we have developed a new adaptive MR remote collaborative architecture which enables a remote expert to guide a local user in physical assembly and training tasks. A remote user can activate the instructions through simple and intuitive interaction, then clear instructions are shown in both AR (local) and VR (remote) views, enabling a local worker to operate the tool following the instructions. In the demonstration we use a hammer operation as a physical task, showing the benefits of the adaptive MR remote collaborative platform.},
  isbn = {978-1-4503-6947-3},
  keywords = {Augmented Reality (AR),Mixed Reality (MR),physical task.,remote collaboration}
}",10.1145/3355355.3361878,x,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,x,
129,2019,"Hossein Salimian, Stephen Brooks, Derek Reilly",MP Remix: Relaxed WYSIWIS Immersive Interfaces for Mixed Presence Collaboration With 3D Content,"@article{salimian2019mp,
  title = {{{MP Remix}}: {{Relaxed WYSIWIS Immersive Interfaces}} for {{Mixed Presence Collaboration With 3D Content}}},
  shorttitle = {{{MP Remix}}},
  author = {Salimian, Hossein and Brooks, Stephen and Reilly, Derek},
  year = {2019},
  month = nov,
  journal = {Proceedings of the ACM on Human-Computer Interaction},
  volume = {3},
  number = {CSCW},
  pages = {105:1--105:22},
  doi = {10.1145/3359207},
  urldate = {2024-04-26},
  abstract = {to create an integrated space. We consider an MR configuration in which collocated collaborators work around a tabletop display, while remote collaborators wear an HMD to interact with a connected virtual environment that gives a 3D perspective, and consider the impact of varying degrees of view congruence with their collaborators. In a within-subjects study with 18 groups of 3, groups completed task scenarios involving 3D object manipulation around a physical-virtual mapped tabletop. We compare a synchronized Tabletop display baseline and two MR conditions with different levels of view congruence: Fishtank and Hover. Fishtank has a high degree of congruence as it shares a top-down perspective of the 3D objects with the tabletop collaborators. The Hover condition has less view congruence since 3D content hovers front of the remote collaborator above the table. The MR conditions yielded higher self-reported awareness and co-presence than the Tabletop condition for both collocated and remote participants. Remote collaborators significantly preferred the MR conditions for manipulating shared 3D models and communicating with their collaborators. Our findings illustrate strengths and weaknesses of both MR techniques but show that more participants preferred the less-congruent Hover condition overall. Reasons include that it facilitated interaction and viewing 3D objects.},
  keywords = {3D interaction,awareness,co-presence,collaboration,CSCW,mixed presence,virtual reality},
  file = {D:\_Zotero\storage\HY5H8I7E\Salimian et al. - 2019 - MP Remix Relaxed WYSIWIS Immersive Interfaces for.pdf}
}",10.1145/3359207,,x,,,,,,,,x,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,
